,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,SERIE_ANO,CIÊNCIAS,LÍNGUA PORTUGUESA,MATEMÁTICA,MAT_PT_TOTAL
236,BEATRIZ DE QUADROS LEME PROFESSORA,35005009,493.0,634.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,598.0,641.0,939.0,300.0,9.0,2,1,RUA PROFESSOR GASTAO RAMOS,03,RUA,PARQUE FERNANDA,5888160,-23.6749363,-46.7902074,EM-3ª série,"287,9",285.0,282.4,567.4
237,LEOPOLDO SANTANA PROFESSOR,35005010,8.0,1586.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,975.0,863.0,1383.0,455.0,21.0,2,1,RUA MANOEL DUARTE OLIVEIRA,151,RUA,CAPAO REDONDO,5859100,-23.6686876,-46.7669187,EM-3ª série,"278,1",274.9,266.7,541.5999999999999
238,MARTINS PENA,35005034,704.0,772.0,15.0,0.0,128.0,1.0,1.0,0.0,1.0,1.0,1.0,802.0,853.0,1151.0,504.0,0.0,2,1,RUA PROFESSOR PAULO MANGABEIRA ALBERNAZ,150,RUA,AMERICANOPOLIS,4405030,-23.6677075,-46.6562613,EM-3ª série,"266,1",260.0,255.1,515.1
239,BENTO PEREIRA DA ROCHA PROFESSOR,35005058,257.0,298.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,289.0,303.0,592.0,0.0,0.0,2,1,GEORGE BENDA,80,RUA,JARDIM RUBILENE,4475100,-23.7038695,-46.6337734,EM-3ª série,"257,4",260.6,257.0,517.6
240,ZULMIRA CAVALHEIRO FAUSTINO DONA,35005061,326.0,298.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,463.0,559.0,1022.0,0.0,27.0,2,1,LUIZ GRASSMANN,216,RUA,JARDIM MIRANTE,5801050,-23.6457033,-46.7336008,EM-3ª série,"274,1",275.4,263.8,539.2
241,EUSEBIO DE PAULA MARCONDES PROFESSOR,35005071,246.0,326.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,458.0,422.0,696.0,184.0,0.0,2,1,DOMINGAS GALLETERI BLOTTA,45,RUA,VILA CAMPO GRANDE,4455360,-23.6823633,-46.67722,EM-3ª série,"286,1",285.0,278.9,563.9
242,JOAQUIM ADOLFO ARAUJO PROFESSOR,35005083,260.0,474.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,401.0,444.0,703.0,142.0,2.0,2,1,FRANCISCO MADERO,16,RUA,VILA ARRIETE,4445090,-23.6828542,-46.683275,EM-3ª série,"270,8",263.1,255.5,518.6
243,HUGO LACORTE VITALE DEPUTADO,35005095,354.0,584.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,613.0,624.0,977.0,260.0,0.0,2,1,CANTANHEDE,190,RUA,PIRAJUSSARA,5790150,-23.6438851,-46.785159,EM-3ª série,"259,8",260.7,254.7,515.4
244,MEXICO,35005113,526.0,938.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,822.0,836.0,1351.0,307.0,36.0,2,1,LEONEL DA GAMA BELES,82,RUA,VILA JOANIZA,4403360,-23.6733549,-46.6594297,EM-3ª série,"264,1",259.7,257.2,516.9
245,ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA,35005137,686.0,723.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,772.0,785.0,1198.0,359.0,0.0,2,1,CELSO DOS SANTOS,375,AVENIDA,VILA CONSTANCA,4658240,-23.6666955,-46.6696283,EM-3ª série,"271,3",259.8,252.7,512.5
246,JOAO EVANGELISTA COSTA PROFESSOR,35005149,613.0,550.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,648.0,579.0,1227.0,0.0,0.0,2,1,CUPECE,2672,AVENIDA,JARDIM PRUDENCIA,4366000,-23.66492161,-46.65995791,EM-3ª série,"276,3",268.2,259.0,527.2
247,ALBERTO CONTE PROFESSOR,35005162,2.0,1364.0,24.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,901.0,733.0,1296.0,338.0,4.0,2,1,MARIO LOPES LEAO,120,AVENIDA,SANTO AMARO,4754010,-23.6502464,-46.70722,EM-3ª série,"295,7",287.9,285.2,573.0999999999999
248,LUIZ GONZAGA PINTO E SILVA PROFESSOR,35005186,413.0,565.0,15.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,496.0,557.0,1053.0,0.0,45.0,2,1,GERALDO FRAGA DE OLIVEIRA,324,RUA,JARDIM SAO LUIS,5843000,-23.6530522,-46.73743385,EM-3ª série,"277,5",263.2,262.1,525.3
249,PLINIO NEGRAO,35005198,266.0,578.0,2.0,0.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,589.0,545.0,870.0,264.0,2.0,2,1,BRAGANCA PAULISTA,575,RUA,VILA CRUZEIRO,4727001,-23.642132,-46.7155349,EM-3ª série,"297,5",289.4,282.3,571.7
250,KENNEDY PRESIDENTE,35005204,9.0,1011.0,18.0,52.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,745.0,642.0,898.0,489.0,2.0,2,1,FRANCISCO PEIXOTO,54,RUA,VILA PIRAJUSSARA,5786110,-23.6348767,-46.7709402,EM-3ª série,"263,9",272.4,266.7,539.0999999999999
251,ISALTINO DE MELLO PROFESSOR,35005216,3.0,822.0,14.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,502.0,505.0,729.0,278.0,1.0,2,1,TONINHAS,73,RUA,VILA GEA,4691040,-23.6747803,-46.6873815,EM-3ª série,"269,9",264.5,257.7,522.2
252,SABOIA DE MEDEIROS PADRE EE,35005228,1.0,338.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,269.0,324.0,359.0,234.0,2.0,2,1,AMERICO BRASILIENSE,1297,RUA,CHACARA SANTO ANTONIO ZONA SUL,4715002,-23.6330283,-46.6998527,EM-3ª série,"279,3",279.4,278.9,558.3
253,PAULO OCTAVIO DE AZEVEDO PROFESSOR,35005241,485.0,342.0,16.0,72.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,705.0,720.0,1150.0,275.0,8.0,2,1,ANTONIO VIEIRA MISTURA,440,RUA,JARDIM SANTA EDWIGES CAPELA DO SOCORRO,4913110,-23.6814862,-46.7395413,EM-3ª série,"248,6",246.7,244.3,491.0
254,ORLANDO MENDES DE MORAES PROFESSOR,35005265,349.0,953.0,20.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,850.0,879.0,1176.0,553.0,0.0,2,1,BARONESA,100,,PARQUE BOLOGNE,4941175,-23.7185724,-46.782715,EM-3ª série,"260,3",262.2,253.5,515.7
255,BEATRIZ LOPES PROFA,35005277,1.0,420.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,435.0,396.0,520.0,311.0,6.0,2,1,RUA GUARUVA,384,,CIDADE DUTRA,4807030,-23.71150795,-46.70074199,EM-3ª série,"279,8",273.6,270.3,543.9000000000001
256,ALBERTO SALOTTI PROF EE,35005289,9.0,1205.0,21.0,21.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,687.0,633.0,1062.0,258.0,100.0,2,1,CARLOS OBERHUBER,90,AVENIDA,JARDIM FLORESTA,4836130,-23.74029899,-46.70631472,EM-3ª série,"294,1",282.3,285.0,567.3
257,LEVI CARNEIRO,35005290,476.0,517.0,13.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,741.0,711.0,835.0,617.0,3.0,2,1,AVENIDA ANTONIO CARLOS BENJAMIN DOS SANTOS,2882,AVENIDA,JARDIM MYRNA,4856070,-23.77314167,-46.7065,EM-3ª série,"242,2",247.9,254.1,502.0
258,PAULINO NUNES ESPOSO,35005307,480.0,721.0,16.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,765.0,701.0,1061.0,405.0,35.0,2,1,SADAMU INOUE,365,AVENIDA,JARDIM CASA GRANDE,4865005,-23.7765973,-46.7224161,EM-3ª série,"268,1",272.3,263.3,535.6
259,PRISCILIANA DUARTE DE ALMEIDA DONA,35005320,4.0,607.0,0.0,110.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,545.0,565.0,669.0,441.0,19.0,2,1,SADAMU INOUE,6820,AVENIDA,JARDIM CASA GRANDE,4865005,-23.82689367,-46.73246822,EM-3ª série,279,262.2,257.3,519.5
260,HILTON REIS SANTOS PROF,35005344,422.0,318.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,625.0,616.0,1241.0,0.0,0.0,2,1,MARCILAC ENGENHEIRO,8029,"KM 45,8",EMBURA,4893000,-23.8783551,-46.7401409,EM-3ª série,"282,8",273.1,276.9,550.0
261,DUARTE LEOPOLDO E SILVA DOM,35005356,224.0,596.0,10.0,70.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,458.0,523.0,856.0,125.0,42.0,2,1,PINEDO,577,AVENIDA,SOCORRO,4764001,-23.670526,-46.7146694,EM-3ª série,"286,3",275.8,276.8,552.6
262,JOSE VIEIRA DE MORAES PROF,35005368,11.0,1538.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1028.0,766.0,1277.0,517.0,90.0,2,1,FREDERICO RENE DE JAEGHER,206,RUA,RIO BONITO,4826000,-23.7187995,-46.7010711,EM-3ª série,287,286.1,280.9,567.0
263,JOSE GERALDO DE LIMA PROF EE,35005373,167.0,291.0,17.0,8.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,245.0,229.0,474.0,0.0,299.0,2,1,ANTONIO MARIANO,254,RUA,JARDIM IPANEMA ZONA SUL,4784000,-23.6885241,-46.7084051,EM-3ª série,"301,5",287.5,287.9,575.4
264,ADOLFO CASAIS MONTEIRO PROF,35005381,454.0,361.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,559.0,554.0,877.0,236.0,13.0,2,1,MANUEL ALVES SOARES,659,AVENIDA,PARQUE COLONIAL,4821270,-23.7221827,-46.6880842,EM-3ª série,"269,3",275.4,272.2,547.5999999999999
265,JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA,35005393,469.0,323.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,668.0,724.0,1084.0,308.0,0.0,2,1,HENRIQUE MUZZIO,233,RUA,JARDIM VARGINHA,4857040,-23.78629078,-46.6846561,EM-3ª série,"258,6",252.1,248.3,500.4
266,ALFREDO VIANELLO GREGORIO COMENDADOR,35005400,418.0,280.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,689.0,739.0,1016.0,412.0,0.0,2,1,RUA FELIPE DE VERAS,SN,RUA,JD SAO LUIS,5818260,-23.6650908,-46.7310871,EM-3ª série,271,260.1,272.6,532.7
267,AMELIA KERR NOGUEIRA PROFESSORA,35005411,883.0,826.0,10.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1036.0,1090.0,1399.0,727.0,0.0,2,1,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,AVENIDA,JARDIM HORIZONTE AZUL,4962000,-23.74086273,-46.78199966,EM-3ª série,"273,9",269.4,263.9,533.3
268,VICENTE LEPORACE,35005435,351.0,542.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,545.0,579.0,911.0,213.0,8.0,2,1,JOAO ALVES TORRES,555,RUA,JARDIM DAS FLORES,4904120,-23.6739323,-46.7397492,EM-3ª série,"267,8",254.7,255.8,510.5
269,MARIA AMELIA BRAZ PROFA,35005447,269.0,219.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,336.0,333.0,487.0,182.0,6.0,2,1,AMADOR ARRAIS FREI,100,RUA,JARDIM SAO RAFAEL,4860050,-23.76068363,-46.71716865,EM-3ª série,"266,2",263.4,259.6,523.0
270,HERBERT BALDUS,35005459,436.0,477.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,718.0,836.0,1093.0,461.0,0.0,2,1,CANCAO DA TERRA,100,RUA,JARDIM SAO BERNARDO,4844560,-23.7592305,-46.70449138,EM-3ª série,"268,2",270.1,269.0,539.1
271,SINHA PANTOJA,35005472,121.0,138.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,240.0,273.0,513.0,0.0,0.0,2,1,SIMAO DE LEMOS,SN,RUA,RECANTO SANTO ANTONIO,5816220,-23.6677645,-46.7407509,EM-3ª série,"280,5",281.9,258.7,540.5999999999999
272,JOAO BATISTA DE CARVALHO MONSENHOR,35005484,273.0,493.0,19.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,566.0,589.0,928.0,227.0,0.0,2,1,CRISTIANIA,13,,JARDIM CRIS,5834090,-23.67131967,-46.75461916,EM-3ª série,"252,9",262.4,261.5,523.9
273,FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR,35035592,382.0,283.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,505.0,548.0,837.0,216.0,0.0,2,1,ROCHA MEDRANO,SN,RUA,JARDIM SAO BENTO NOVO,5881270,-23.6818034,-46.7808778,EM-3ª série,"237,6",241.4,242.9,484.3
274,HUMBERTO ALFREDO PUCCA PROFESSOR,35035609,391.0,275.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,653.0,669.0,1111.0,211.0,0.0,2,1,MANDIRA,120,RUA,JARDIM FRATERNIDADE,5870150,-23.679711,-46.7732815,EM-3ª série,"250,2",242.0,245.2,487.2
275,RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA,35035610,532.0,488.0,19.0,3.0,80.0,1.0,1.0,1.0,0.0,1.0,1.0,548.0,565.0,908.0,205.0,25.0,2,1,ARNALDO DANIEL,100,RUA,JARDIM GUARUJA,5877150,-23.6954077,-46.7895455,EM-3ª série,"272,4",263.8,260.5,524.3
276,OCTALLES MARCONDES FERREIRA,35035622,614.0,434.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,534.0,589.0,1123.0,0.0,26.0,2,1,DANCA DE ANITRA,1,RUA,JARDIM VAZ DE LIMA,5833080,-23.66757558,-46.759169,EM-3ª série,"275,9",271.3,261.1,532.4000000000001
277,PERILLIER MADEMOISELLE,35035661,383.0,397.0,14.0,72.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,829.0,783.0,943.0,669.0,1.0,2,1,CAROLINA MICHAELIS,138,RUA,JARDIM DAS IMBUIAS,4829170,-23.72954667,-46.70824,EM-3ª série,"279,6",265.7,252.5,518.2
278,EULALIA SILVA PROFESSORA,35036274,416.0,294.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,677.0,724.0,931.0,470.0,0.0,2,1,AMARO ANTONIO DE ARAUJO,337,RUA,JARDIM SANTA MARGARIDA,4931030,-23.6797066,-46.7549791,EM-3ª série,"250,1",243.2,248.1,491.29999999999995
279,LAURO PEREIRA TRAVASSOS PROFESSOR DOUTOR,35036286,402.0,632.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,677.0,710.0,929.0,458.0,0.0,2,1,RUA FREI FRANCISCO FERREIRA,128,RUA,VILA MISSIONARIA,4430180,-23.6885848,-46.6522112,EM-3ª série,"256,3",249.7,246.5,496.2
280,JOAO SUSSUMU HIRATA DEPUTADO,35036298,260.0,103.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,184.0,186.0,370.0,0.0,72.0,2,1,RUA COMENDADOR ANTUNES DOS SANTOS,936,RUA,CAPAO REDONDO,5861260,-23.67066198,-46.76469689,EM-3ª série,"285,2",292.5,282.1,574.6
281,GENESIO DE ALMEIDA MOURA DOUTOR,35036444,486.0,413.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,808.0,814.0,1207.0,415.0,0.0,2,1,DOMINGOS AREVALO,862,RUA,JARDIM DAMASCENO,2879070,-23.44686,-46.69603,EM-3ª série,"238,9",231.4,243.2,474.6
282,MIGUEL OLIVA FEITOSA PROFESSOR,35036456,386.0,410.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,388.0,484.0,616.0,256.0,8.0,2,1,TARCON,479,JARDIM ADELFIORE,JARDIM ADELFIORE,5223070,-23.4088571,-46.7417033,EM-3ª série,"238,4",253.5,248.0,501.5
283,HONORIO MONTEIRO DOUTOR,35036705,510.0,366.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,933.0,925.0,1415.0,443.0,0.0,2,1,MAGONDI,80,TRAVESSA,VILA CALU,4961150,-23.73592502,-46.78951049,EM-3ª série,"259,2",250.1,251.0,501.1
284,CARLOS DE MORAES ANDRADE PROF,35036729,342.0,460.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,521.0,557.0,821.0,257.0,2.0,2,1,BELMIRA MARIN DONA,2440,AVENIDA,PARQUE BRASIL,4846000,-23.750673,-46.6891614,EM-3ª série,"274,9",273.9,264.3,538.2
285,CARLOS AYRES PROF,35036730,424.0,813.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,849.0,848.0,1154.0,543.0,10.0,2,1,BELMIRA MARIN DONA,595,AVENIDA,PARQUE BRASIL,4846010,-23.7359956,-46.6940246,EM-3ª série,"282,1",279.4,268.0,547.4
286,GIULIO DAVID LEONE PROF,35036742,349.0,390.0,0.0,38.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,395.0,429.0,824.0,0.0,8.0,2,1,RIBEIRA DO VOUGA,91,RUA,JARDIM PRESIDENTE,4830180,-23.7337966,-46.7020458,EM-3ª série,"261,9",259.4,263.9,523.3
287,MIGUEL KRUSE DOM,35036754,519.0,530.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,532.0,574.0,1106.0,0.0,536.0,2,1,RUA SAO JOSE DO CAMPESTRE,30,RUA,JARDIM DANFER,3728000,-23.5026927,-46.50657,EM-3ª série,"273,7",268.9,267.8,536.7
288,FRANCISCO MESQUITA JORNALISTA,35036766,435.0,361.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,837.0,814.0,1111.0,540.0,0.0,2,1,WENCESLAU GUIMARAES,5,RUA,PARQUE CISPER,3823000,-23.4889485,-46.492527,EM-3ª série,"244,5",251.0,240.8,491.8
289,PAULO SARASATE GOVERNADOR,35036812,287.0,576.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,454.0,475.0,929.0,0.0,0.0,2,1,INACIO PINTO LIMA,199,GUAIANASES,CONJUNTO RESIDENCIAL PRESTES MAIA,8490020,-23.56652037,-46.40724839,EM-3ª série,"275,7",259.8,261.1,520.9000000000001
290,GUILHERME DE ALMEIDA,35036821,155.0,687.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,490.0,485.0,719.0,256.0,0.0,2,1,PARADA PINTO,2355,AVENIDA,VILA NOVA CACHOEIRINHA,2611003,-23.469409,-46.6491691,EM-3ª série,"273,4",268.5,266.7,535.2
291,MANUEL BANDEIRA,35036959,398.0,954.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,818.0,755.0,1075.0,498.0,1.0,2,1,JULIO CESAR LEAL,15,RUA,VILA PERUS,5208000,-23.4111119,-46.7567442,EM-3ª série,"258,3",251.6,253.1,504.7
292,MOZART TAVARES DE LIMA PROFESSOR,35036961,498.0,605.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,938.0,920.0,1238.0,620.0,0.0,2,1,MARCOS GONCALVES CORREA,21,RUA,JARDIM VILA CARRAO,8340320,-23.6173953,-46.4574034,EM-3ª série,"235,8",243.8,240.4,484.20000000000005
293,BRANCA CASTRO CANTO E MELO PROFESSORA,35036973,216.0,297.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,264.0,276.0,540.0,0.0,0.0,2,1,COSTA BARROS,2521,RUA,SITIO PINHEIRINHO,3210001,-23.6010617,-46.5434983,EM-3ª série,"280,2",288.1,277.3,565.4000000000001
294,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,35037011,409.0,593.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,668.0,674.0,1014.0,328.0,0.0,2,1,MUTUIPE,10,RUA,PARQUE CISPER,3819090,-23.4974187,-46.4977728,EM-3ª série,"265,6",261.5,258.8,520.3
295,HECKEL TAVARES,35037023,459.0,395.0,17.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,452.0,451.0,903.0,0.0,385.0,2,1,JOSE ARTUR NOVA DOUTOR,2737,AVENIDA,PARQUE PAULISTANO,8090000,-23.4748273,-46.4247811,EM-3ª série,242,246.9,247.3,494.20000000000005
296,ASTROGILDO ARRUDA PROF,35037035,5.0,324.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,194.0,152.0,346.0,0.0,346.0,2,1,DOMINGOS DO SACRAMENTO,275,RUA,VILA CAROLINA,8040130,-23.5057853,-46.4457185,EM-3ª série,"311,7",297.4,297.6,595.0
297,JOAQUIM EUGENIO LIMA NETO,35037072,377.0,272.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,660.0,724.0,1165.0,219.0,0.0,2,1,CHAPADA DIAMANTINA,521,RUA,LAJEADO,8450150,-23.5438932,-46.4021461,EM-3ª série,"277,2",247.0,242.6,489.6
298,ERNESTINA DEL BUONO TRAMA PROFESSORA,35037084,219.0,458.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,352.0,393.0,745.0,0.0,0.0,2,1,FELICIANO DE MENDONCA,418,RUA,JARDIM SAO PAULOZONA LESTE,8460365,-23.5531223,-46.3989794,EM-3ª série,"272,8",262.9,260.5,523.4
299,COSME DE FARIA MAJOR,35037096,560.0,667.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,620.0,672.0,1147.0,145.0,1.0,2,1,ANIBAL THOMAZ GOMES,87,RUA,JARDIM NOVA GUAIANAZES,8431191,-23.5385885,-46.419072,EM-3ª série,"256,8",247.0,249.8,496.8
300,MARTIN EGIDIO DAMY,35037102,1.0,407.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,371.0,334.0,477.0,228.0,0.0,2,1,PAULO GARCIA AQUILINE,406,RUA,BRASILANDIA,2844120,-23.4700805,-46.6863137,EM-3ª série,271,261.7,255.7,517.4
301,TIDE SETUBAL,35037345,378.0,429.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,404.0,460.0,864.0,0.0,0.0,2,1,JAIME BARCELOS,535,RUA,VILA JACUI,8060200,-23.50107,-46.4484715,EM-3ª série,"263,8",278.4,268.5,546.9
302,HENRIQUE SMITH BAYMA DR,35037357,485.0,384.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,724.0,783.0,1146.0,361.0,0.0,2,1,SALSA PARRILHA,SN,RUA,JARDIM MAIA,8180310,-23.4867999,-46.4100419,EM-3ª série,"242,6",252.1,254.9,507.0
303,FRANCISCO DA COSTA GUEDES,35037370,484.0,427.0,14.0,15.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,490.0,498.0,919.0,69.0,7.0,2,1,AVENIDA DAS CEREJEIRAS,2435,AVENIDA,JARDIM JAPAO,2124002,-23.501066,-46.5731874,EM-3ª série,"274,3",269.0,259.2,528.2
304,ELZA SARAIVA MONTEIRO PROFA,35037382,458.0,638.0,35.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,844.0,854.0,1174.0,524.0,12.0,2,1,AVENIDA MARIANA CALIGIORI RONCHETTI,1200,AVENIDA,JARDIM PERI,2650000,-23.4579231,-46.6599926,EM-3ª série,240,244.1,240.4,484.5
305,LOURIVAL GOMES MACHADO PROFESSOR,35037424,109.0,601.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,392.0,435.0,827.0,0.0,0.0,2,1,ESTRADA DE SANTO AMARO,55,ESTRADA,JARDIM EDUCANDARIO,5544000,-23.5934,-46.8028117,EM-3ª série,"258,4",254.2,256.4,510.59999999999997
306,ALMEIDA JUNIOR PROFESSOR,35037436,243.0,578.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,553.0,613.0,785.0,381.0,33.0,2,1,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,1874,AVENIDA,JARDIM MARIA LUIZA,5588001,-23.58195739,-46.74995924,EM-3ª série,"258,8",254.1,245.2,499.29999999999995
307,LAERTE RAMOS DE CARVALHO PROF DR,35037448,362.0,603.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,525.0,561.0,964.0,122.0,65.0,2,1,ANIBAL DOS ANJOS CARVALHO,5,RUA,VILA SANTA MARIA,4810050,-23.71239173,-46.69496671,EM-3ª série,"302,7",294.3,290.9,585.2
308,LUIZ SIMIONI SOBRINHO PROFESSOR,35037459,450.0,516.0,18.0,12.0,36.0,1.0,1.0,1.0,0.0,1.0,1.0,574.0,610.0,981.0,203.0,1.0,2,1,FRANCISCO LOPES PINTO,282,RUA,JARDIM PRUDENCIA,4649110,-23.6551427,-46.6760165,EM-3ª série,"290,3",284.9,276.6,561.5
309,MESSIAS FREIRE PROFESSOR,35037461,388.0,344.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,744.0,768.0,988.0,524.0,1.0,2,1,IBI,18,RUA,JARDIM LEONIDAS MOREIRA,5792070,-23.6432578,-46.7761261,EM-3ª série,"248,6",251.5,249.7,501.2
310,SAMUEL MORSE PROFESSOR,35037473,480.0,363.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,789.0,882.0,1296.0,375.0,0.0,2,1,JOSE ESTIMA FILHO,SN,AVENIDA,PARQUE SANTA BARBARA,4960020,-23.7320023,-46.79265463,EM-3ª série,265,258.3,250.7,509.0
311,ALVARO DE SOUZA LIMA DOUTOR,35037618,263.0,407.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,588.0,589.0,890.0,287.0,9.0,2,1,RUA MEMORIAL DE AIRES,478,RUA,JARDIM SAO SAVERIO,4194280,-23.653378,-46.6091333,EM-3ª série,"262,7",248.2,258.1,506.3
312,CAFE FILHO PRESIDENTE,35037624,847.0,695.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,790.0,858.0,1100.0,548.0,0.0,2,1,GASTAO RAUL DE FORTON BOUSQUET,401,RUA,JARDIM IPE,5797000,-23.6560175,-46.7709039,EM-3ª série,"262,6",257.4,254.2,511.59999999999997
313,UBALDO COSTA LEITE DOUTOR,35037655,490.0,623.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,627.0,647.0,1028.0,246.0,0.0,2,1,JOSE DA COSTA PEREIRA,70,RUA,JARDIM GUARANI,2851130,-23.4601782,-46.6872972,EM-3ª série,"239,1",245.5,246.9,492.4
