,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
5160,CR P CONV THEREZINHA PIMENTEL PUCCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,36.0,70.0,0.0,0.0,4,1,SASSAKI,86,,VILA MARARI,4403000,-23.6657,-46.6589,,0.0
5161,CENTRO DE ATEND SOCIOEDUC AO ADOLESC JOAO DO PULO CI,3.0,32.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,2,1,MORVAN DIAS DE FIGUEIREDO,4210,AVENIDA,VILA MARIA,2170000,-23.5309642,-46.5921022,0.0,35.0
5163,SHIVA NATARAJ DANCAS E PRATICAS,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,73.0,6.0,79.0,0.0,0.0,4,1,BOM SUCESSO,1119,1127,CIDADE MAE DO CEU,3305000,-23.5482504,-46.5763607,0.3333333333333333,3.0
5164,CR P CONV MAYARA ESPERANCA E VIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,35.0,61.0,0.0,0.0,4,1,OTELO AUGUSTO RIBEIRO,592,,GUAIANAZES,8412000,-23.54861712,-46.40821287,,0.0
5165,CR P CONV ALPS LAJEADO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,37.0,78.0,0.0,0.0,4,1,FRANCISCO FERNANDES FRAZAO,130,,LAJEADO,8452180,-23.53557701,-46.39592601,,0.0
5166,CR P CONV JOAO FERNANDES XI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,40.0,75.0,0.0,0.0,4,1,JOHN SPEERS,2301,,FAZENDA CAGUACU,8265040,-23.5631,-46.4561,,0.0
5167,CASTELO DO SABER ESCOLA DE EDUCACAO INFANTIL,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,16.0,34.0,0.0,0.0,4,1,RUA PEIROPOLIS,610,,VILA GUILHERMINA,3543140,-23.53658,-46.51608,,0.0
5168,PEGASUS COLEGIO,56.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,81.0,148.0,0.0,0.0,4,1,FRANCISCO PEDROSO,75,RUA,MOINHO VELHO,2960010,-23.4954224,-46.6992455,0.0,58.0
5169,CR P CONV ANJOS DA ESPERANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,30.0,64.0,0.0,0.0,4,1,TRISTAO GAGO,60,,VILA MINERVA,8441320,-23.5403,-46.4152,,0.0
5170,RECREANDO COLEGIO,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,36.0,63.0,0.0,0.0,4,1,FRANCISCO ANTONIO MEIRA,61,RUA,JARDIM MAIA,8180270,-23.4891203,-46.4146623,0.0,0.0
5171,RA-TIBUM II ESCOLA DE EDUCACAO INFANTIL,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,13.0,0.0,0.0,4,1,RUA FRANCISCO MATOSO,210,,JARDIM MIRIAM,8141040,-23.52035,-46.39423,0.0,0.0
5172,CR P CONV GRANDE PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,55.0,89.0,0.0,0.0,4,1,GONCALVES DE ANDRADE,221,,VILA PERUS,5211210,-23.4102,-46.7546,,0.0
5173,CEI INDIR NOVE DE JULHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,47.0,97.0,0.0,0.0,4,1,MUNIZ DE SOUSA,1304,,ACLIMACAO,1534001,-23.5732,-46.6305,,0.0
5174,CR P CONV UNIVERSO DA CRIANCA III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,79.0,148.0,0.0,0.0,4,1,BARROS CASSAL,88,,ITAQUERA,8210180,-23.5396,-46.4557,,0.0
5175,CR P CONV RAFA GIRE IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,81.0,179.0,0.0,0.0,4,1,GASPAR SARDINHA,122,,JARDIM FANGANIELLO,8450480,-23.54558342,-46.393246,,0.0
5176,CR P CONV MDLD-AMIGOS UNIDOS VENCEREMOS - UN II,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,60.0,0.0,0.0,4,1,ITAPECERICA DA SERRA,135,,CIDADE ADEMAR,4404060,-23.6675,-46.6577,0.0,0.0
5177,CEI INDIR JOAO FERNANDES XII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,55.0,80.0,0.0,0.0,4,1,PONTA DE LUCENA,249,,JARDIM MARABA,8270340,-23.5617,-46.4572,,0.0
5178,CR P CONV SAO JOSE OPERARIO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,56.0,120.0,0.0,0.0,4,1,MARIANO MORO,535,,VILA REGINA,8225060,-23.53232287,-46.45643394,,0.0
5179,CR P CONV ESPACO KAIROS VIII,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,65.0,126.0,0.0,0.0,4,1,INACIO DE OLIVEIRA CAMPOS,28,TRAVESSA B 28,JARDIM FANGANIELLO,8450450,-23.54485927,-46.3943493,0.0,0.0
5180,CEI INDIR SANTO AMARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,72.0,169.0,0.0,0.0,4,1,CERQUEIRA CESAR,301,,SANTO AMARO,4750080,-23.65,-46.7092,,0.0
5181,CR P CONV CAMINHAR E CRESCER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,44.0,0.0,0.0,4,1,ANTONIO THADEO,697,,LAJEADO,8450160,-23.5379,-46.4056,,0.0
5182,CR P CONV THEREZINHA HELENA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,44.0,41.0,85.0,0.0,0.0,4,1,BATALHA DE CATALAO,26,,CIDADE LIDER,8280390,-23.5604878,-46.4735602,,0.0
5183,CR P CONV JOSE AMADO DOS SANTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,69.0,0.0,0.0,4,1,CASSUNUNGA,8,,JARDIM LOURDES,8452500,-23.52944844,-46.39568809,,0.0
5184,CR P CONV CHAPEUZINHO AMARELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,106.0,207.0,0.0,0.0,4,1,LINCOLN JUNQUEIRA,35,,JARDIM SAO PEDRO,8420660,-23.5484425,-46.4304728,,0.0
5185,CR P CONV SEMENTE DE ESPERANCA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,44.0,54.0,98.0,0.0,0.0,4,1,COLORADO,284,,VILA CARIOCA,4225050,-23.60358,-46.58624,0.0,0.0
5186,CR P CONV PEQUENOS AVENTUREIROS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,71.0,140.0,0.0,0.0,4,1,CAPITAO AVELINO CARNEIRO,412,,PENHA DE FRANCA,3603010,-23.5223,-46.5479,0.0,0.0
5187,CR P CONV MAE DE DEUS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,67.0,100.0,0.0,0.0,4,1,ENGENHEIRO ARTUR DE MIRANDA,236,,INSTITUTO DE PREVIDENCIA,5534010,-23.6022,-46.7506,0.0,0.0
5188,SAGRADO CORACAO CENTRO EDUCACIONAL,17.0,18.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,52.0,73.0,0.0,0.0,4,1,SEZEFREDO FAGUNDES CORONEL,5550,AVENIDA,JARDIM FRANCISCO MENDES,2366000,-23.4368347,-46.5922597,0.34285714285714286,35.0
5189,CR P CONV ANGLICANA JULIAN THOMAS - UN III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,69.0,128.0,0.0,0.0,4,1,MARSELHA,845,,JAGUARE,5332000,-23.5457,-46.7472,,0.0
5190,CEI INDIR GLEBA SAO FRANCISCO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,82.0,157.0,0.0,0.0,4,1,ELSA MORANTE,62,,JARDIM SAO FRANCISCO,8390324,-23.63225974,-46.44829425,0.0,0.0
5191,CEI INDIR MARIA PENHA NASCIMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,117.0,225.0,0.0,0.0,4,1,DO ORATORIO,6355,,JARDIM ANGELA ZONA LESTE,3221300,-23.6121118,-46.5238317,,0.0
5192,CEI INDIR TIQUATIRA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,80.0,127.0,0.0,0.0,4,1,KAMPALA,220,,JARDIM AMERICA DA PENHA,3704015,-23.51751,-46.55226,,0.0
5193,HENRY WALLON ESCOLA,11.0,0.0,2.0,4.0,10.0,0.0,1.0,0.0,1.0,1.0,1.0,43.0,45.0,88.0,0.0,0.0,4,1,PADRE MACHADO,404,RUA,BOSQUE DA SAUDE,4127001,-23.60168,-46.63543,0.5454545454545454,11.0
5194,CEI INDIR JOAO FERNANDES III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,84.0,95.0,179.0,0.0,0.0,4,1,RACA HUMANA,35,,CONJUNTO HABITACIONAL AGUIA DE HAIA,8223590,-23.521,-46.4687,,0.0
5195,CEI INDIR PILAR FUENTES ROMEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,70.0,142.0,0.0,0.0,4,1,JOAO BIZARRO DA NAVE,241,,VILA DIVA ZONA LESTE,3351100,-23.5719,-46.5672,,0.0
5196,CENTRO DE ATEND SOCIOEDUC AO ADOLESC ONIX CI,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,43.0,46.0,0.0,0.0,2,1,AVENIDA CONDESSA ELISABETH ROBIANO,450,AVENIDA,BELEM,3074000,-23.5309543,-46.5921035,0.0,25.0
5197,ESC PART BABY PRIME BERCARIO E EDUCACAO INFANTIL,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,22.0,18.0,40.0,0.0,0.0,4,1,AZEVEDO SOARES,2409,,VILA GOMES CARDIM,3322002,-23.54625,-46.55347,0.0,0.0
5198,CR P CONV MUNDO DOS SONHOS III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,39.0,93.0,0.0,0.0,4,1,HIPOLITO DE CAMARGO,145,,VILA LOURDES,8410030,-23.5438,-46.4133,,0.0
5199,JARDIM PEDRA BRANCA,259.0,363.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,485.0,582.0,1067.0,0.0,19.0,2,1,BEGONIA REAL,200,RUA,JARDIM PEDRA BRANCA,8490850,-23.5821009,-46.4198661,0.04340836012861737,622.0
5201,CARLOS ESTEVAM ALDO MARTINS PROFESSOR,512.0,48.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,519.0,493.0,1012.0,0.0,0.0,2,1,SILVESTRE SAO,396,RUA,SAO JOAO CLIMACO,4255080,-23.6238853,-46.5949936,0.03571428571428571,560.0
5202,EMEI MARIA THEREZA FUMAGALLI PROFA,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,290.0,545.0,0.0,0.0,3,1,VALE DO LUAR,S/N,,VILA BRASILANDIA,2820040,-23.44644184,-46.70887979,0.0,0.0
5203,CR P CONV ISAURA RIBEIRO MARTINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,86.0,0.0,0.0,4,1,VICENTE LAZZARI,44,,JARDIM PRINCESA,2856000,-23.4536,-46.695,,0.0
5204,ESC PART COLEGIO BELLATRIX I E I,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,18.0,33.0,0.0,0.0,4,1,DOUTOR RAFAEL CORREIA,201,,AGUA BRANCA,5043050,-23.52656,-46.68987,,0.0
5205,ADHEMAR BATISTA HEMERITAS PROF ETEC,7.0,755.0,196.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,619.0,580.0,798.0,401.0,0.0,2,1,RUA ABILENE,16,RUA,PARQUE SANTO ANTONIO ARICANDUVA,3385160,-23.58067,-46.5233566,0.2572178477690289,762.0
5206,TIQUATIRA ETEC,7.0,679.0,168.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,853.0,341.0,833.0,361.0,43.0,2,1,AVENIDA CONDESSA ELISABETH DE ROBIANO,5200,AVENIDA,JARDIM AMERICA DA PENHA,3704000,-23.5181279,-46.5546537,0.24489795918367346,686.0
5207,CEMEI PARQUE DO LAGO,0.0,0.0,17.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,167.0,203.0,370.0,0.0,0.0,3,1,DOS XAMBORES,1010,,PARQUE DO LAGO,4944050,-23.7109,-46.7747,0.0,0.0
5208,CR P CONV SHALLOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,36.0,80.0,0.0,0.0,4,1,BENEDETTO BONFIGLI,378,,CASA VERDE ALTA,2564040,-23.4871,-46.6686,,0.0
5209,EMEF HELINA COUTINHO LOURENCO ALVES PROFESSORA,324.0,28.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,403.0,402.0,805.0,0.0,0.0,3,1,ARROIO SARANDI,284,,CONJUNTO HABITACIONAL SANTA ETELVINA III,8485460,-23.5787,-46.4129,0.05965909090909091,352.0
5210,EMEF CELIA REGINA ANDERY BRAGA PROF,298.0,33.0,0.0,31.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,350.0,378.0,728.0,0.0,0.0,3,1,HENRIQUE ADAMUS,15,,JARDIM AUREA,8421107,-23.5652549,-46.4168788,0.09365558912386707,331.0
5211,EMEF BARTOLOMEU CAMPOS DE QUEIROS,292.0,18.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,296.0,326.0,622.0,0.0,0.0,3,1,ARQUITETO VILANOVA ARTIGAS,1471,PREDIO ESCOLAR PROPR,CONJUNTO HABITACIONAL TEOTONIO VILELA,3928240,-23.602,-46.5031,0.06774193548387097,310.0
5212,EMEI JARDIM PREMIANO,0.0,0.0,12.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,204.0,215.0,419.0,0.0,0.0,3,1,DO PROGRESSO,150,,JARDIM MARILU,8371410,-23.597408,-46.4198215,0.0,0.0
5213,EMEI PARQUE COCAIA II,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,268.0,255.0,523.0,0.0,0.0,3,1,JOSE JULIO MENDES,120,,PARQUE COCAIA,4850140,-23.75148004,-46.67956978,0.0,0.0
5214,CR P CONV CIRANDINHA DAS ROSAS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,64.0,117.0,0.0,0.0,4,1,DOUTOR PAULO FURTADO DE OLIVEIRA,274,,JARDIM SANTA CRUZ ZONA NORTE,2674030,-23.4599,-46.6682,0.0,0.0
5215,EMEF MARIA APARECIDA MAGNANELLI FERNANDES PROFA,336.0,29.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,348.0,396.0,744.0,0.0,0.0,3,1,SILVIO CALDAS,S/N,,JARDIM WILMA FLOR,8473463,-23.5708006,-46.3973428,0.057534246575342465,365.0
5216,CR P CONV HAYDEE BARRETO FERRARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,73.0,0.0,0.0,4,1,LUIS ANTONIO SOBRAL,156,,JARDIM PERI,2651150,-23.4596,-46.6578,,0.0
5217,CR P CONV PINGUIM DE MOCHILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,51.0,96.0,0.0,0.0,4,1,FRANCISCO AMORIM,10,,VILA SANTA TERESINHA,8247075,-23.539651,-46.4592354,,0.0
5218,CRISTINA DE CASTRO PAES PROFESSORA,31.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,302.0,365.0,667.0,0.0,0.0,2,1,JOSE ARTUR NOVA DOUTOR,2707,AVENIDA,PARQUE PAULISTANO,8090000,-23.47492304,-46.42503171,0.6451612903225806,31.0
5219,NOVA KIDS CARE ESCOLA DE EDUCACAO INFANTIL,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,11.0,24.0,0.0,0.0,4,1,AVENIDA ANTONIO RICARDO DA SILVA,298,,JARDIM NOSSA SENHORA DO CARMO,8270560,-23.56446,-46.46412,0.0,0.0
5220,CENTRO EDUCACIONAL PROBEN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,170.0,185.0,355.0,0.0,0.0,4,1,RUA INSPETOR MARIO TEIXEIRA,70,,JARDIM ANALIA FRANCO,3335100,-23.55604,-46.56609,,0.0
5221,CR P CONV LUZ DA SABEDORIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,51.0,110.0,0.0,0.0,4,1,FECHO DOS MORROS,300,,JARDIM CAMARGO NOVO,8120230,-23.5071,-46.3943,,0.0
5222,PEQUENINOS DO CALIFORNIA COLEGIO,0.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,4,1,RUA CACAQUERA,461,,VILA ANTONINA,3412030,-23.5553332,-46.5519228,0.0,0.0
5223,ETEC DE HELIOPOLIS,4.0,849.0,115.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,677.0,494.0,871.0,300.0,0.0,2,1,LAGRIMAS,2461,ESTRADA,IPIRANGA,4232000,-23.6217059,-46.5904819,0.13481828839390386,853.0
5224,ESC PART APRENDIZ NUCLEO DE EDUCACAO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,40.0,76.0,0.0,0.0,4,1,CARLOS LIVIERO,1043,,VILA LIVIERO,4186100,-23.64765,-46.59628,,0.0
5225,ESC PART REZENDE,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,34.0,0.0,0.0,4,1,DOUTOR ULPIANO DA COSTA MANSO,291,,JARDIM PERI PERI,5538000,-23.58766,-46.73837,0.0,0.0
5227,ESC PART ESPACO BRINCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,46.0,0.0,0.0,4,1,BEATRIZ,77,,VILA MADALENA,5445040,-23.55121,-46.69647,,0.0
5228,CR P CONV BRINCAR PARA CRESCER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,80.0,154.0,0.0,0.0,4,1,MONSENHOR LOURENCO GIORDANO,540,,PARQUE PAULISTANO,8080330,-23.4795,-46.4277,,0.0
5229,CEI INDIR AUTA DE SOUZA,0.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,198.0,210.0,408.0,0.0,0.0,4,1,PRIMO BAUDINI,441,,JARDIM AUGUSTO,8371120,-23.5992015,-46.4477882,0.0,0.0
5230,CR P CONV RAFA GIRE II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,139.0,241.0,0.0,0.0,4,1,ARCO IRIS,141,,VILA ROSEIRA II,8466050,-23.55991667,-46.394835,,0.0
5231,CR P CONV CONSTRUINDO O SABER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,107.0,190.0,0.0,0.0,4,1,TIBURCIO DE SOUSA,1601,,ITAIM PAULISTA,8140000,-23.5137701,-46.39115,,0.0
5232,CR P CONV NOVO AMANHECER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,80.0,145.0,0.0,0.0,4,1,PAULO GARCIA AQUILINE,350,,BRASILANDIA,2844120,-23.4699,-46.6868,,0.0
5233,CR P CONV NOVO AMANHECER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,80.0,145.0,0.0,0.0,4,1,PAULO GARCIA AQUILINE,350,,BRASILANDIA,2844120,-23.604185,-46.47340167,,0.0
5234,CR P CONV NOVO AMANHECER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,36.0,70.0,0.0,0.0,4,1,FURTADO DE MENDONCA,95,,PARQUE COLONIAL,3968030,-23.4699,-46.6868,,0.0
5235,CR P CONV NOVO AMANHECER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,36.0,70.0,0.0,0.0,4,1,FURTADO DE MENDONCA,95,,PARQUE COLONIAL,3968030,-23.604185,-46.47340167,,0.0
5236,CEI INDIR CAMPOS ELISEOS I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,66.0,119.0,0.0,0.0,4,1,RIBEIRO DA SILVA,148,,CAMPOS ELISEOS,1217010,-23.5298,-46.6453,,0.0
5237,CR P CONV YAHWE NISSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,148.0,0.0,0.0,4,1,TREVO DE BORGONHA,111,,JARDIM DO CAMPO,8440140,-23.53759667,-46.41424167,,0.0
5238,CR P CONV SMILES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47.0,82.0,0.0,0.0,4,1,SARA KUBITSCHECK,971,,CONJUNTO HABITACIONAL CASTRO ALVES,8474000,-23.5800146,-46.3991185,,0.0
5239,CR P CONV NOSSA SENHORA DO CAMINHO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,32.0,66.0,0.0,0.0,4,1,PADRE CLARO,50,,RIVIERA PAULISTA,4923120,-23.70204405,-46.74662599,,0.0
5240,CR P CONV IGEVE GUAIANASES RUBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,57.0,119.0,0.0,0.0,4,1,MAR DE CORAL,38,,JARDIM MIRIAM,8142405,-23.5236651,-46.3910503,,0.0
5241,GIROFLE GIROFLA CENTRO DE EDUCACAO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,22.0,29.0,51.0,0.0,0.0,4,1,RUA SOUTHEY,24,,VILA DOM PEDRO I,4276080,-23.59401,-46.61449,,0.0
5242,CR P CONV ESPACO KAIROS VI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,51.0,73.0,124.0,0.0,0.0,4,1,GONCALO RIBEIRO CORCO,204,,JARDIM FANGANIELLO,8450581,-23.54639516,-46.38898806,0.0,0.0
5243,CR P CONV INOVACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,76.0,143.0,0.0,0.0,4,1,SOUZA RAMOS,9,,GUAIANAZES,8490490,-23.5675388,-46.4133477,,0.0
5244,CR P CONV PODER E QUERER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,39.0,80.0,0.0,0.0,4,1,AREIA DA AMPULHETA,345,,CONJUNTO HABITACIONAL CASTRO ALVES,8474110,-23.58018333,-46.40601167,,0.0
5245,CEI INDIR JOSE NELSON DE OLIVEIRA E FREITAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,40.0,74.0,0.0,0.0,4,1,CONSELHEIRO CARRAO,399,,BELA VISTA,1328000,-23.5579,-46.646,,0.0
5246,CR P CONV JULIO FRANCISCO DE SOUZA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,38.0,62.0,0.0,0.0,4,1,FEITIO DE ORACAO,1,,CONJUNTO HABITACIONAL FAZENDA DO CARMO,8421240,-23.5655489,-46.41901852,,0.0
5247,CR P CONV VIGILANTES DO FUTURO,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,58.0,101.0,0.0,0.0,4,1,JERONIMO DE BARROS,182,,CIDADE LIDER,8280180,-23.5594133,-46.4759072,0.0,0.0
5248,CR P CONV ESTRELINHA FELIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.0,124.0,0.0,0.0,4,1,RAFAEL DA SILVA E SOUSA,112,,CIDADE LIDER,8280090,-23.55734364,-46.47851773,,0.0
5249,RAMA II COLEGIO,108.0,60.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,136.0,96.0,232.0,0.0,0.0,4,1,HERMILO ALVES,1090,AVENIDA,VILA RE,3668000,-23.5320532,-46.4867712,0.08928571428571429,168.0
5250,CR P CONV MDLD III - CAMINHANDO PARA O FUTURO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,65.0,138.0,0.0,0.0,4,1,LUISA,112,,CIDADE JULIA,4424030,-23.6856,-46.6388,0.0,0.0
5251,ROSA INES BORNIA MOREIRA PROFESSORA,413.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,466.0,687.0,164.0,0.0,2,1,ESTRADA DO ALVARENGA,5112,RUA,SETE PRAIAS,4476050,-23.7136145,-46.6353004,0.0,772.0
5252,CR P CONV GUSTAVO DE SOUZA DORIGHELLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,35.0,63.0,0.0,0.0,4,1,AVELINO ZANETTI,68,,JARDIM CIDADE PIRITUBA,2945100,-23.48305,-46.72631,,0.0
5253,CR P CONV JARDIM HELICONIA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,30.0,67.0,0.0,0.0,4,1,HELICONIA,12,,CONJUNTO HABITACIONAL SANTA ETELVINA II,8485080,-23.5910244,-46.415167,0.0,0.0
